key,issue_type,title,status,start_date,due_date,parent_key,selected
S14P31B102-267,작업,"챕터 2 관련 비디오, 오디오 sql 추가",완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-269,작업,뉴스 기사 관련 피드백 반영,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-270,작업,챕터 3 입력 피드백 개선,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-268,작업,FE 한국어 버전 영어 버전 분리 및 한국어 사용자에게는 한국어 안내 문구 사용,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-278,작업,FE 리다이렉션 에러 수정,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-288,작업,로비에서 챕터 접근 시 챕터 해금 로직 추가,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-296,작업,FE 프론트엔드 로컬 개발 환경 수정,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-297,작업,FE 챕터 3 시작부분 벨소리 추가,완료,2026-05-04,2026-05-10,S14P31B102-232,False
S14P31B102-272,스토리,챕터 3 스토리 개발,완료,2026-05-04,2026-05-10,S14P31B102-233,False
S14P31B102-273,작업,챕터 3 스토리 노드로 분리,완료,2026-05-04,2026-05-10,S14P31B102-233,False
S14P31B102-274,작업,챕터 3 스토리 노드 DB 적재 및 테스트,완료,2026-05-04,2026-05-10,S14P31B102-233,False
S14P31B102-187,작업,챕터3 스토리 구체화,완료,2026-04-27,2026-05-03,S14P31B102-222,False
S14P31B102-282,스토리,기타 개발,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-292,작업,챕터 3 프롤로그/에필로그 영상 제작 및 편집,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-275,스토리,CI/CD 및 클라우드 관련 개발 및 수정,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-188,스토리,스토리 구체화,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-263,작업,"최근 로그인 DB 추가, CH4 ssh 해킹 공격 관련 스토리 추가",완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-283,작업,최근 로그인 기록하는 로직 추가,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-276,작업,Logstash 로그 파싱 내용 기반 Mattermost 힌트 생성 수정,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-279,작업,챕터 3 대사 구체화,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-280,작업,챕터 3 임베딩 및 힌트 정합성 점검,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-281,작업,챕터 4 스토리 구체화,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-277,작업,챕터 3 미니게임 추가,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-284,작업,"Clarity, Google Analytics 도입",완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-286,작업,RAG 파이프라인 경량화,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-287,작업,RAG 파이프라인 고도화,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-291,작업,챕터 3 미니게임 제작,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-285,버그,챕터 1 기사 스크롤 타이밍 수정,완료,2026-05-04,2026-05-10,S14P31B102-222,False
S14P31B102-298,작업,반복되는 분기에서 유의미한 힌트를 낼 수 있게끔 RAG 힌트 조정,완료,,,S14P31B102-222,False
S14P31B102-299,스토리,FE QA 기반 수정,진행 중,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-300,스토리,FE 챕터 4 개발,진행 중,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-315,작업,FE 챕터 4 챕터별 상태 전이 수정 및 메모 힌트 추가,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-305,작업,브라우저 힌트 시스템 구현,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-306,작업,FE 챕터 4 계속 버튼 삭제,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-308,작업,FE BGM/효과음 관련 SQL 추가,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-310,버그,FE 챕터 4 ssh 이동 시 계정 이름이 안 바뀌고 응답으로 메시지가 나옴,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-324,작업,FE 챕터 4 길건너친구들 연결,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-311,버그,FE 챕터 4 한번 진행된 명령어 있는거여도 command not found 나옴,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-323,작업,FE 미니게임들 curl 접근 차단 및 챕터별 상태관리 개선,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-319,작업,FE 미니게임 403 에러 수정,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-328,버그,FE 챕터 4 Lucas Survival 창 문제,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-317,작업,FE 챕터 4 엔딩 분기 저장 로직 구현,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-313,작업,FE 챕터 4 엔딩 분기 클리어마다 로비/타이틀 화면 변경,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-307,작업,"FE 메모장 영어 폰트, 터미널 제목 영어 폰트 일관성 수정",완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-309,작업,FE 윈도우 마우스 올리면 십자 화살표 표시 수정,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-312,버그,FE 챕터 4 비밀번호 입력 안 해도 root 접속 가능한 문제,해야 할 일,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-314,버그,FE 미니게임 포커스 아웃 시 스페이스바 동작 차단,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-316,작업,FE 챕터 4 미니게임 연결부 추가 및 난이도 개선,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-318,작업,FE 미니게임 천국 개발,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-320,작업,FE 관리자용 대시보드 구현 (인증 인가 및 정적 페이지),완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-321,작업,FE 관리자용 대시보드 구현 (Elastic Search 연동),완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-322,작업,FE 메모장 힌트 사라진 것 복원,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-325,작업,엔딩 크레딧 추가,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-339,작업,FE 브라우저 우클릭 컴포넌트 사라지지 않는 오류 수정,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-326,작업,FE 길건너 친구들 미니게임 개발,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-327,버그,FE ch4 팩맨 노출 차단,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-329,작업,FE 챕터 4 프로토타입 개발,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-330,작업,FE 메신저 및 윈도우 인터랙션 개선과 기사 글리치 성능 최적화,완료,2026-05-11,2026-05-17,S14P31B102-293,False
S14P31B102-337,작업,BE 챕터 4 RAG 데이터 적재 및 임베딩,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-301,스토리,백엔드 QA 기반 수정,진행 중,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-302,스토리,백엔드 챕터 4 개발,진행 중,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-333,작업,백엔드 챕터 접근 해싱 기능,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-334,작업,FE 네트워크 예외 처리 UX 개선 및 미니게임 세션 만료(Silent Death) 버그 해결,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-331,작업,laplace.qasm 실행 이후 분기 관련 노드 수정,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-332,작업,미니게임 모음 화면 오류 수정,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-335,작업,백엔드 QA 기반 수정 5,해야 할 일,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-336,작업,"챕터4 QA 기반 기능, 디테일 수정",완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-338,작업,BE 챕터 4 RAG 서빙 및 QA,완료,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-340,작업,백엔드 챕터 4 개발 5,해야 할 일,2026-05-11,2026-05-17,S14P31B102-294,False
S14P31B102-304,스토리,인프라 관련 세팅 및 수정,진행 중,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-303,스토리,최종 발표 준비,진행 중,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-341,작업,최종 발표 스크립트 및 리허설,해야 할 일,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-342,작업,최종 발표 (포트폴리오) 영상 제작 1,진행 중,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-343,작업,최종 발표 (포트폴리오) 영상 제작 2,완료,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-344,작업,최종 발표 자료 제작,해야 할 일,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-345,작업,"기존 프리티어 계정에서 RDS, EC2 마이그레이션",완료,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-346,작업,MM 힌트 cronjob 오류 수정,완료,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-347,작업,"포팅 매뉴얼 1번, 2번 준비",완료,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-348,작업,인프라 관련 4,해야 할 일,2026-05-11,2026-05-17,S14P31B102-295,False
S14P31B102-349,작업,인프라 관련 5,해야 할 일,2026-05-11,2026-05-17,S14P31B102-295,False
